Artist Display Name,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender
Aug. L. Belle,American,,9999,
Thomas Claggett,American,1727,1797,
Caleb Leach,American,1773,1790,
"Joseph Addison, Esq.",,,9999,
J. Robertson,,,9999,
Charles Caryl Coleman,American,1840,1928,
George T. Morgan,British,1845,1925,
Fred Dikeman,,,9999,
Fred and Nancy Lee Dikeman,American,,,
John Cluett Jr.,American,1720,1800,
Mrs. Edgar Sittig,,,,Female
Elmkin Hitchcock,American,1726,1788,
L. A.,American,,,
George Baker,American,1808,1825,
"Francis Bassett, I",American,1690,1758,
"Francis Bassett, II",,1729,1800,
Parks Boyd,American,1768,1819,
Daniel Boyer,American,1725,1779,
"Bryce, Walker and Company",American,,9999,
John Coverly,American,1713,1783,
Daniel Dupuy,American,1719,1807,
Richard Van Dyck,American,1717,1770,
Stephen Emery,American,1749,1801,
Jacob Ten Eyck,American,1705,1793,
Koenraet Ten Eyck,American,1678,1753,
Abraham Fellows,American,1786,1851,
George Fielding,American,1728,1765,
Thomas Gilpin,,1730,1773,
George Hanners Jr.,American,1721,1760,
M.H.,American,,,
"Jones, Low and Ball",American,1789,1889,
King Glass Company,American,,9999,
Jeffrey Lang,American,1708,1758,
S. Mars,American,1720,1820,
J. & G. Meakin,,1851,9999,
Edmond Milne,American,1724,1822,
Leona Nicholson,American,1875,1966,Female
Otto Parisien,American,1725,1811,
Thomas Skinner,American,1712,1761,
William Swan,American,1715,1774,
H. B.,American,,9999,
M. N.,American,,9999,
V. B.,American,,,
Alfred Welles,American,1783,1869,
George Welles,,1784,1823,
Joseph Shoemaker,American,1765,1829,
D. F.,American,,,
I. K.,American,,9999,
J. R.,American,,9999,
Marcus Tullius Cicero,Roman,-106,-40,
T. Davies,British,,,
Thomas Cains,,1812,1820,
Phoenix Glass Works,American,1812,1827,
Carl Knoll,,,9999,
Kristian Schneider,American,,9999,
Otto Heinigke,American,1850,1915,
Joel Sayre,American,1778,1818,
John Sayre,,1771,1852,
Ralph Barber,American,,9999,
William Leighton Sr.,,1808,1891,
Lebbeus Dod,American,1739,1816,
"McKim, Mead and White",American,,9999,
John Windover,American,1691,1727,
Gibson & Davis,American,1796,1820,
John Geib Jr.,,,9999,
John Geib and Son,American,1804,1815,
Joseph McCully,American,1757,1820,
Joseph B. Barry and Son,American,1757,1838,
Holmes and Haines,American,,9999,
D. Phyfe & Son,American,1840,1847,
R. B.,American,,9999,
William Haverstick,American,1756,1823,
William Haverstick Jr.,,1780,1859,
Philip Christian & Company,,,9999,
American Porcelain Manufacturing Company,American,1854,1857,
Thomas Hewes Hinckley,American,1813,1896,
Kenneth P. Beattie,American,,9999,
Belloni and Durandeau,American,1785,1885,
Charles Coxon,American,1805,1805,
E. & W. Bennett Pottery,American,1847,1857,
William Bloor's East Liverpool Porcelain Works,American,,9999,
William Boch and Brothers,American,1844,1862,
Boston China Decorating Works,American,1860,1925,
Charles J. Boulter,American,,9999,
Congress Pottery,American,1848,1854,
Cook Pottery Company,American,1894,1929,
Dallas Pottery,American,1865,1882,
Eoff and Conner,American,1833,1834,
Fenton's Works,American,1847,1848,
Gillander and Bennett Company,American,,9999,
Sidney Risley,,1809,1819,
Norwich Pottery,American,,9999,
D. &  J. Henderson Flint Stoneware Manufactory,American,1829,1829,
"Harker, Taylor and Company",American,1846,1846,
Morris Holmes,,,9999,
Congressville Factory,American,,9999,
Jersey City Pottery,American,1855,1892,
Samuel Kirk and Son,American,1846,1868,
William McQuilkin,American,1839,1853,
Jacob Medinger,American,1857,1932,
"Millington, Astbury and Poulson",American,1860,1865,
Moore and Ferguson,American,1798,1804,
Norton and Fenton,American,1845,1847,
George E. Ohr,American,1857,1918,
Biloxi Art Pottery,,1883,1906,
"Jones, Ball and Poor",American,1846,1853,
Freeman Porter,American,1808,1869,
Philippus Priee,,1721,1793,
Pyatt,American,1849,1879,
Stephen Reeves,American,1764,1776,
Samuel Richards Jr.,American,1768,1827,
Southern Porcelain Company,American,,9999,
Greenwood Pottery Company,American,1861,1933,
Charles Osborne,,1847,1920,
William Bromley,,,9999,
Walter Scott Lenox,American,,9999,
Samuel Williamson,American,1772,1843,
Woodward and Blakely Company,American,1848,1848,
Davenport,British,1794,1887,
New England Pottery Company,,1876,1914,
Philip Livingston,American,,9999,
John Bennett,American,1840,1907,
Jean Antoine Houdon,French,1741,1828,
Benjamin Wilson,,1721,1788,
Charles Volkmar,American,1841,1914,
Volkmar Ceramic Company,American,1890,1902,
James and Ralph Clews,British,1813,1836,
Andrew Uhler,American,1798,1810,
David Spinner,American,1758,1811,
Solomon Grimm,American,1787,1847,
Thomas Dimmock & Co.,British,1828,1859,
Heinrich Stofflet,American,1812,1830,
John Leidy I,American,1764,1846,
Conrad Mumbouer,American,1761,1845,
John Monday,American,1809,1862,
"Daniel Dry , active ca. 1820-80",American,,,
Smith Pottery,,1825,1887,
Asa Edward Smith,American,1798,1880,
E. Challinor & Co.,,1845,1862,
Joseph Clementson,,1836,1867,
Thomas Mayer,,1823,1838,
Barker and Till,,,9999,
"Barker, Sutton and Till",,,9999,
Blakeslee Barnes,American,1781,1823,
Anthony Shaw,,1848,1882,
William Billings,American,1765,1813,
Marie B. Bohmann,American,,9999,Female
R. Delinieres and Company,French,1879,2002,
Robert Bonynge,American,1728,1763,
Thomas Byles,American,1682,1771,
Samuel Campmell,American,1814,1818,
Chelsea Pottery U. S.,American,1891,1895,
Edward Danforth,American,1765,1830,
"Joseph Danforth, II",American,1807,1812,
J. & T. Edwards,,1839,1841,
G. L. Ashworth & Bros. Ltd.,,1799,2002,
Joseph Harbeson,,1770,1822,
Benjamin Harbeson Jr.,American,1763,1824,
Joseph Heath,,1842,1853,
J. and D. Hinsdale,American,1810,1826,
Jehiel Johnson,American,1781,1833,
T & V,French,,9999,
Charles Meigh,British,1835,1861,
"Mellor, Venables & Co.",,1831,1851,
David Melville,American,1755,1793,
Samuel Melville,American,1793,1800,
Thomas Melville,American,1764,1796,
John Neis,American,1785,1867,
Pierrette Caudelot Perrin,French,1740,1793,
Samuel Pierce,American,1767,1840,
John & William Ridgway,British,1809,1830,
John Ridgway,,1827,1840,
William Ridgway & Co.,British,1834,1854,
John Rogers & Son,,1812,1842,
Henry Roudebuth,American,1787,1816,
Heinrich Roth,American,1790,1810,
Sadler and Green,,1761,1777,
Spencer Stafford,American,1772,1844,
Henry Troxel,American,1799,1829,
Samuel Troxel,American,1803,1870,
Jacob Whitmore,American,1736,1825,
"Henshall, Williamson & Co.",,1799,1828,
Hiram Yale,American,1799,1831,
Benjamin Henry Latrobe,"American, born England",1764,1820,
Absalmon Day,American,1770,1843,
Simon Singer,American,1822,1822,
Thomas Godwin,,1831,1854,
Thomas Green,,1844,1859,
Francis Morley & Co.,,1842,1859,
John Allen,American,1671,1760,
John Edwards,American,1671,1746,
Josiah Austin,American,1719,1780,
Joseph Belcher Jr.,American,1751,1787,
Joseph Belcher Sr.,,1729,1778,
Andrew Billings,American,1743,1808,
Benjamin Brenton,American,1710,1766,
John Brevoort,American,1715,1775,
Zachariah Brigden,American,1734,1787,
William Calder,American,1792,1856,
Joseph Clark(e) Jr.,American,1716,1783,
Jonathan Clarke,American,1705,1770,
Thomas Emery,American,1781,1815,
Robert Evans,American,1768,1812,
Nicholas Geffroy,American,1761,1839,
Peter Kirby,American,1736,1788,
William Kirby,American,1735,1811,
Elisha Kirk,American,1780,1790,
David Northee,American,1709,1778,
John Noyes,American,1674,1749,
Samuel Pennock,American,1754,1843,
Richard Pitts,American,1738,1748,
John Pitts,American,1730,1740,
Paul Revere Sr.,American,1702,1754,
John Tanner,American,1713,1785,
I & H,,,9999,
John Coddington,American,1690,1743,
P. B.,,,9999,
Samuel Vernon,American,1683,1737,
Bancroft Woodcock,American,1732,1817,
Henry Hoppe,American,,9999,
L. Grognot,,,9999,
Thomas Fletcher,American,1787,1866,
Sidney Gardiner,American,1787,1827,
William E. Nemmers,American,,9999,
Joseph Anthony Jr.,American,1762,1814,
Simon Chaudron,American,1758,1846,
Isabella Glass Works/ New Brooklyn Glass Works,American,1850,1850,
Ruth Read,American,,9999,
Eunice Deering,American,,9999,
Samuel Dupont,,,9999,
William Brown,British,1784,1825,
Henry Harris,,1739,1839,
Gardner and Company,American,1863,1888,
Theodore J. Palmer,American,,9999,
John Hewlett,American,,9999,
Dennis Glass Works,,,9999,
Thomas Webb & Sons,British,1837,9999,
Joseph Armitt,American,1697,1747,
T. A. Davis,American,1822,1830,
Nehemiah Norcross,American,1765,1804,
T. & H.,American,,9999,
Benjamin Halsted,American,1734,1817,
Robert Cruickshank,American,1771,1809,
David Tyler,American,1760,1804,
Daniel Christian Fueter,American,1720,1785,
John McMullin,American,1765,1843,
Simeon Soumaine,American,1685,1750,
William Adams,American,1798,1861,
Elias Boudinot,American,1706,1770,
I. N.,American,,,
S. C.,American,,9999,
George Richardson,American,1782,1848,
Hart and Wilcox,American,1802,1807,
Seth Thomas,American,1785,1859,
David Wood,American,1766,1850,
J. F. (?) B.,American,,9999,
P. D.,American,,9999,
Henry Inman,American,1801,1846,
Marquand and Company,American,1833,1839,
William Simpkins,American,1704,1780,
Daniel Rogers,American,1753,1792,
Judah R. Teaney,American,1814,1914,
Meissen Manufactory,German,1710,9999,
John Targee,American,1769,1850,
Jean-Paul Guerin,,,9999,
Ernest F. Hagen,American,,9999,
William Hancock,American,1817,1849,
William Louis Sonntag,American,1822,1900,
Cornelius and Son,American,,9999,
James Bogardus,American,1800,1874,
Johannes Gottlob Clemm,American,1690,1762,
John Harris,American,1727,1769,
William Savage,British,1770,1843,
Loring Bailey,American,1740,1814,
N. Barlett,American,1757,1763,
Ebenezer Chittenden,American,1726,1812,
Erastus Cook,American,1793,1864,
William Cowell Jr.,American,1713,1761,
T. P. Drown,American,1782,1850,
Jeremiah Dummer,American,1645,1718,
William J. Elsworth,American,1746,1816,
Harland,American,,,
Daniel Henchman,American,1730,1775,
B. Ivers,American,1750,1850,
Thomas Kinney,American,1786,1824,
Matthias Lemaire,American,1778,1797,
J. W. Gethen,American,1808,1818,
S. Musgrove,American,1797,1850,
Frederick Oakes,American,1811,1825,
John Peabody,American,1756,1822,
"Paul Revere, III",American,1760,1813,
Lucas Ryerson,American,1771,1855,
B. T.,American,,9999,
I. H.,American,,9999,
I. W.,American,,9999,
E. Whitehouse,American,,9999,
Edward Webb,British,1663,1718,
Henricus Boelen,American,1697,1755,
Canton Glass Company,American,1879,1899,
A. P. Folie,,,9999,
William Jay Bolton,,1816,1884,
John Bolton,,1818,1898,
William B. Durgin Company,American,1853,1905,
Karl Theodore Bitter,"American, born Austria",1867,1915,
Joseph Foster,American,1760,1839,
Alex Beckers,American,1800,1905,
John A. Ellis and Company,American,1809,1909,
Francis S. Low,American,,9999,
John S. Leake,,,9999,
John Coburn,American,1724,1803,
Joseph Long Lehn,American,1798,1892,
Stenger Glass House,,,,
John Bayly,American,1720,1789,
James C. Mackley,American,1843,1916,
John Nice,American,1785,1867,
W. H. T.,American,,9999,
Daniel Greenough,American,1685,1746,
William Pollard,American,1690,1740,
H. M. Nichols,American,1827,1840,
Walter Pitkin,American,1808,1885,
Joseph D. Chase,American,1817,1839,
William Grigg,American,1757,1796,
Hyde and Goodrich,American,1760,1860,
Benjamin Lemar (Lamar),American,1772,1785,
Thomas Warner,American,1780,1828,
Bernard Wenman,American,1784,1838,
William Wilson White,American,1802,1841,
Robert Wilson,American,1800,1846,
Goldsmith Chandlee,American,1751,1821,
Josiah Miller,American,,9999,
John Heilig,American,1765,1841,
John Potter,American,1746,1818,
Yale and Curtis,American,1858,1867,
I. C.,American,,9999,
A. and H. Lejambre,American,1865,1907,
Barent Ten Eyck,American,1714,1795,
Henry Pratt,American,1709,1749,
Richards and Williamson,American,1794,1800,
C. D. Sullivan and Company,American,,9999,
D. O.,American,,9999,
Jonathon Reed,American,1727,1742,
Benjamin Bagnall,American,1689,1773,
Samuel Bagnall,American,1737,1760,
Gawen Brown,American,1719,1801,
William Claggett,American,1696,1749,
Jacob Diehl,American,1776,1858,
James Dinsmore,American,1800,1823,
Isaac Doolittle,American,1721,1800,
Matthew Egerton Jr.,American,1782,1837,
Thomas Harland,American,1735,1807,
Henry Hill,American,1727,1760,
Joakim Hill,American,1783,1869,
William Huston,American,1730,1791,
Joseph Mulliken,American,1775,1800,
Nathan Storrs,American,1768,1839,
William Tomlinson,British,1733,1733,
Joseph Ward,American,1737,1760,
Benjamin Willard,American,1743,1803,
John Wood Sr.,,1731,1760,
John Wood Jr.,American,1736,1793,
Reuben Swift,American,1780,1843,
Samuel Alexander,American,1793,1814,
John Hancock,American,1732,1784,
John Hastier,American,1691,1771,
John Le Roux,American,1695,1740,
Thomas Milner or Miller,American,1682,1745,
Gerrit Onckelbag,American,1670,1732,
Peter Quintard,American,1699,1762,
Erastus Dow Palmer,American,1817,1904,
Thomas Savage Sr.,American,1664,1749,
Bartholomew Schaats,American,1678,1758,
Andrew Underhill,American,1749,1794,
Jacob Marius Groen,American,1678,1750,
Jacobus Vander Spiegel,American,1668,1708,
William Vilant,American,1675,1775,
Browne and Seal,American,1760,1860,
Emick Romer,Norwegian,1724,1799,
Joseph Smith,American,,,
Derby Factory,,,9999,
Jeronimus Alstyne,American,1784,1799,
American Pottery Manufacturing Company,American,1833,1833,
Gottfried Aust,American,,9999,
Simeon A. Bayley,American,1784,1799,
Abraham Dubois,American,1751,1807,
Jabez Halsey,American,1762,1820,
"Rogers, Smith and Company",American,1857,1877,
John A. Schanck,American,1774,1864,
Samuel Simpson,,1835,1852,
Eben Smith,,1814,1856,
T. S.,,,9999,
Joseph Warner,American,1808,1850,
Benjamin Wynkoop Jr.,American,1705,1766,
"Froggatt, Coldwell and Lean",,,9999,
Nicholas Burdock,American,1747,1847,
Nathaniel Coleman,American,1765,1842,
Joshua G. Davis,American,1793,1840,
T. Denison,American,1740,1840,
Thaddeus Keeler,American,1800,1815,
Marcus Merriman and Company,American,1802,1817,
Samuel Parmelee,American,1737,1803,
W. Terry,American,1735,1835,
A. H.,American,,9999,
G. E. E.,American,,9999,
S. R.,American,,9999,
W. M.,American,,9999,
Freeman Woods,American,1787,1794,
Patrick Martin,American,1817,1850,
Thomas Northcote,British,1749,1798,
I. L.,American,,9999,
Gilman Joslin,American,,9999,
Guy Green,,1756,1803,
Arthur Osborne,American,,9999,
John Sadler,,1720,1789,
Luxfer Prism Company,American,,9999,
Grueby Faience Company,American,1894,1911,
Samuel Burrill,American,1704,1740,
John Erwin,American,1806,1821,
John Boutier,American,1802,1825,
Ezekiel Burr,American,1764,1846,
M. Connell,American,1750,1850,
J. Cook,American,1770,1870,
Stephen Hardy,American,1781,1843,
J. Hutchinson,American,1817,1839,
Otto W. Parisen,American,1776,1876,
Phinney and Mead,American,1775,1875,
J. S. Porter,American,1783,1862,
Robert Swan,American,1792,1831,
Thomas Underhill,,1737,1837,
C. & N.,American,,9999,
I. B.,American,,9999,
W. R.,American,,9999,
"Ward, Bartholomew and T [unknown]",American,1752,1852,
James Dixon & Sons,British,1806,9999,
Cornelius Vander Burch,American,1650,1699,
Philip Goelet,American,1708,1748,
Deming Jarves,,1790,1863,
Cape Cod Glass Works,American,1858,1869,
P. R.,American,,9999,
Boardman and Company,American,1825,1827,
Albert Haubrich,German,1875,1931,
J. B. Owens Pottery Company,American,1891,1907,
Philippe Freund,,,9999,
Hecla Works,American,1885,1912,
The Alvin Manufacturing Company,,1886,1928,
Gates Potteries (Teco Pottery),American,1887,1927,
William J. Dodd,American,1862,1930,
William Day Gates,,1852,1935,
Anthony W. Baecher,American,1824,1889,
Middle Lane Pottery of Theophilus A. Brouwer,American,1894,1902,
Theophilus A. Brouwer,,1864,1932,
Chesapeake Pottery,American,1882,1914,
Clifton Art Pottery,American,1905,1911,
Victor Durand Jr.,American,1870,1931,
Vineland Flint Glass Works,,1897,1931,
Fulper Pottery Company,American,1899,1935,
Ruth Erikson (working 1899 - 1910),,1899,1910,Female
Honesdale Decorating Company,American,1901,1932,
Dard Hunter,American,1883,1966,
"Lenox, Incorporated",American,1889,9999,
Charles Louis Hinton,American,1869,1942,
Joseph Locke,American,,9999,
William Purcell McDonald,American,1864,1931,
Sadie Agnes Estelle Irvine,,1885,1970,Female
John Moses and Company,American,1864,1912,
Maria Longworth Nichols,American,1849,1932,Female
Mary Chase Perry,American,1867,1961,Female
Pewabic Pottery,American,1903,1961,
Jeanie Durant Rice,,1869,1919,Female
Durant Kilns,American,,9999,
Hugh C. Robertson,,1844,1908,
Adelaide Alsop Robineau,American,1865,1929,Female
Carl Schmidt,American,1875,1959,
Kate B. Sears,,,9999,Female
Frederick Shirley,American,,9999,
Jacques Sicard,American,1865,1923,
S. A. Weller Pottery,,1888,1948,
Sèvres Manufactory,French,1740,9999,
Marc-Louis Emanuel Solon,,1835,1913,
Charles Louis Boehme,American,1774,1868,
Arthur and Robert Wallpapers,,,9999,
Jules Desfosse,,,9999,
M. I. Tobias and Company,British,1810,1829,
Richard Franklin (Polk) Bell,American,1845,1908,
Julius and Edward Norton,American,1850,1850,
Jesse Churchill,American,1773,1819,
Johann Michael Kirshbaum,,,9999,
Adam Ownhouse,American,1810,1883,
Samuel Verplanck,American,1739,1820,
Evert Duyckinck,American,1617,1703,
"Purcell, Feick and Elmslie",American,1909,1913,
Glasshouse of John and Craig Ritchie,American,,9999,
Wheeling Flint Glass Works,,1829,1839,
Samuel Colman,American,1832,1920,
Lemuel Churchill,American,1802,1828,
Thomas Whitman,,1806,1827,
Peter Glass,American,1824,1895,
F. J. Henkel,American,1856,1869,
James X. Smith,,1806,1888,
Publius Virgilius Maro,,-70,-19,
Albert Pinkham Ryder,American,1847,1917,
Edwin Austin Abbey,American,1852,1911,
Herbert Adams,American,1858,1945,
William Apthorp Adams,American,1797,1878,
Alfred Thomas Agate,American,1812,1846,
Frederick Stiles Agate,American,1803,1844,
Unknown,,,,
Francis Alexander,American,1800,1880,
Henry Alexander,American,1860,1894,
John White Alexander,American,1856,1915,
Washington Allston,American,1779,1843,
Louis Amateis,American,1855,1913,
Ezra Ames,American,1768,1836,
Joseph Alexander Ames,American,1816,1872,
